,Cells.all_samples.data.
66488,11_37_17
66489,11_37_23
66490,11_37_45
66491,11_37_51
66492,11_37_52
66493,11_37_54
66494,11_37_65
66495,11_37_78
66496,11_37_90
66497,11_37_95
66498,11_38_03
66499,11_38_06
66500,11_38_16
66501,11_38_17
66502,11_38_26
66503,11_38_37
66504,11_38_45
66505,11_38_57
66506,11_38_58
66507,11_38_89
66508,11_39_03
66509,11_39_08
66510,11_39_09
66511,11_39_20
66512,11_39_29
66513,11_39_31
66514,11_39_38
66515,11_39_49
66516,11_39_89
66517,11_40_01
66518,11_40_08
66519,11_40_18
66520,11_40_23
66521,11_40_29
66522,11_40_34
66523,11_40_37
66524,11_40_39
66525,11_40_46
66526,11_40_60
66527,11_40_61
66528,11_40_63
66529,11_40_65
66530,11_40_66
66531,11_40_73
66532,11_40_74
66533,11_40_79
66534,11_40_89
66535,11_40_95
66536,11_41_04
66537,11_41_09
66538,11_41_10
66539,11_41_13
66540,11_41_25
66541,11_41_26
66542,11_41_29
66543,11_41_35
66544,11_41_36
66545,11_41_41
66546,11_41_45
66547,11_41_59
66548,11_41_66
66549,11_41_78
66550,11_41_88
66551,11_42_05
66552,11_42_19
66553,11_42_20
66554,11_42_21
66555,11_42_22
66556,11_42_35
66557,11_42_36
66558,11_42_37
66559,11_42_44
66560,11_42_48
66561,11_42_52
66562,11_42_61
66563,11_42_63
66564,11_42_65
66565,11_42_68
66566,11_42_70
66567,11_42_75
66568,11_42_80
66569,11_42_81
66570,11_42_87
66571,11_42_90
66572,11_42_91
66573,11_42_95
66574,11_43_20
66575,11_43_21
66576,11_43_32
66577,11_43_33
66578,11_43_36
66579,11_43_47
66580,11_43_48
66581,11_43_66
66582,11_43_70
66583,11_44_08
66584,11_44_09
66585,11_44_11
66586,11_44_16
66587,11_44_20
66588,11_44_22
66589,11_44_28
66590,11_44_32
66591,11_44_35
66592,11_44_38
66593,11_44_52
66594,11_44_88
66595,11_44_89
66596,11_44_93
66597,11_45_08
66598,11_45_18
66599,11_45_22
66600,11_45_23
66601,11_45_26
66602,11_45_38
66603,11_45_44
66604,11_45_52
66605,11_45_57
66606,11_45_58
66607,11_45_68
66608,11_45_77
66609,11_45_80
66610,11_45_87
66611,11_45_93
66612,11_46_04
66613,11_46_10
66614,11_46_24
66615,11_46_30
66616,11_46_39
66617,11_46_42
66618,11_46_51
66619,11_46_58
66620,11_46_61
66621,11_47_16
66622,11_47_18
66623,11_47_42
66624,11_47_72
66625,11_47_79
66626,11_48_03
66627,11_48_07
66628,11_48_25
66629,11_48_31
66630,11_48_47
66631,11_48_50
66632,11_48_64
66633,11_48_69
66634,11_48_74
66635,11_48_76
66636,11_48_84
66637,11_48_91
66638,11_48_92
66639,11_49_18
66640,11_49_19
66641,11_49_30
66642,11_49_32
66643,11_49_35
66644,11_49_54
66645,11_49_62
66646,11_49_64
66647,11_49_77
66648,11_49_90
66649,11_49_92
66650,11_50_12
66651,11_50_18
66652,11_50_23
66653,11_50_30
66654,11_50_43
66655,11_50_53
66656,11_50_56
66657,11_50_64
66658,11_50_70
66659,11_50_90
66660,11_51_07
66661,11_51_12
66662,11_51_28
66663,11_51_32
66664,11_51_68
66665,11_51_79
66666,11_52_06
66667,11_52_18
66668,11_52_19
66669,11_52_21
66670,11_52_69
66671,11_52_74
66672,11_52_83
66673,11_53_12
66674,11_53_27
66675,11_53_29
66676,11_53_35
66677,11_53_37
66678,11_53_43
66679,11_53_57
66680,11_53_59
66681,11_53_66
66682,11_53_68
66683,11_53_88
66684,11_54_01
66685,11_54_05
66686,11_54_08
66687,11_54_10
66688,11_54_14
66689,11_54_43
66690,11_54_46
66691,11_54_54
66692,11_54_56
66693,11_54_62
66694,11_54_76
66695,11_55_42
66696,11_55_58
66697,11_55_59
66698,11_55_65
66699,11_55_71
66700,11_55_83
66701,11_55_87
66702,11_56_04
66703,11_56_10
66704,11_56_13
66705,11_56_14
66706,11_56_42
66707,11_56_44
66708,11_56_49
66709,11_56_77
66710,11_56_92
66711,11_56_96
66712,11_57_08
66713,11_57_15
66714,11_57_29
66715,11_57_32
66716,11_57_40
66717,11_57_59
66718,11_58_14
66719,11_58_19
66720,11_58_22
66721,11_58_23
66722,11_58_27
66723,11_58_37
66724,11_58_44
66725,11_58_81
66726,11_58_82
66727,11_58_86
66728,11_59_21
66729,11_59_36
66730,11_59_38
66731,11_59_45
66732,11_59_50
66733,11_59_55
66734,11_59_58
66735,11_59_82
66736,11_59_88
66737,11_59_91
66738,11_59_92
66739,11_60_03
66740,11_60_29
66741,11_60_30
66742,11_60_31
66743,11_60_32
66744,11_60_40
66745,11_60_41
66746,11_60_42
66747,11_60_45
66748,11_60_51
66749,11_60_57
66750,11_60_63
66751,11_60_66
66752,11_60_72
66753,11_60_79
66754,11_60_90
66755,11_60_91
66756,11_60_93
66757,11_61_03
66758,11_61_21
66759,11_61_40
66760,11_61_57
66761,11_61_59
66762,11_61_70
66763,11_61_88
66764,11_61_91
66765,11_62_07
66766,11_62_08
66767,11_62_41
66768,11_62_54
66769,11_62_59
66770,11_62_60
66771,11_62_64
66772,11_62_86
66773,11_62_90
66774,11_63_11
66775,11_63_12
66776,11_63_20
66777,11_63_28
66778,11_63_38
66779,11_63_45
66780,11_63_54
66781,11_63_67
66782,11_63_78
66783,11_63_80
66784,11_63_94
66785,11_64_02
66786,11_64_08
66787,11_64_18
66788,11_64_47
66789,11_64_52
66790,11_64_55
66791,11_64_66
66792,11_64_87
66793,11_65_12
66794,11_65_61
66795,11_65_63
66796,11_65_70
66797,11_65_71
66798,11_65_75
66799,11_65_88
66800,11_66_03
66801,11_66_10
66802,11_66_13
66803,11_66_21
66804,11_66_33
66805,11_66_38
66806,11_66_40
66807,11_66_54
66808,11_66_56
66809,11_66_58
66810,11_66_68
66811,11_66_71
66812,11_66_89
66813,11_67_25
66814,11_67_35
66815,11_67_45
66816,11_67_48
66817,11_67_52
66818,11_67_64
66819,11_67_74
66820,11_67_76
66821,11_67_82
66822,11_67_88
66823,11_67_89
66824,11_67_93
66825,11_68_10
66826,11_68_13
66827,11_68_22
66828,11_68_23
66829,11_68_47
66830,11_68_60
66831,11_68_65
66832,11_68_69
66833,11_68_73
66834,11_68_77
66835,11_68_79
66836,11_68_89
66837,11_69_04
66838,11_69_07
66839,11_69_08
66840,11_69_10
66841,11_69_18
66842,11_69_20
66843,11_69_26
66844,11_69_38
66845,11_69_52
66846,11_69_56
66847,11_69_81
66848,11_69_83
66849,11_70_01
66850,11_70_04
66851,11_70_14
66852,11_70_21
66853,11_70_23
66854,11_70_44
66855,11_70_45
66856,11_70_54
66857,11_70_63
66858,11_70_64
66859,11_70_84
66860,11_70_86
66861,11_70_91
66862,11_70_94
66863,11_71_17
66864,11_71_18
66865,11_71_21
66866,11_71_31
66867,11_71_42
66868,11_71_53
66869,11_71_54
66870,11_71_58
66871,11_71_65
66872,11_71_70
66873,11_71_74
66874,11_71_83
66875,11_71_84
66876,11_71_85
66877,11_71_94
66878,11_72_08
66879,11_72_12
66880,11_72_13
66881,11_72_17
66882,11_72_19
66883,11_72_35
66884,11_72_41
66885,11_72_47
66886,11_72_59
66887,11_72_61
66888,11_72_63
66889,11_72_64
66890,11_72_68
66891,11_72_70
66892,11_72_72
66893,11_72_73
66894,11_72_85
66895,11_73_03
66896,11_73_04
66897,11_73_15
66898,11_73_28
66899,11_73_31
66900,11_73_38
66901,11_73_47
66902,11_73_56
66903,11_73_58
66904,11_73_61
66905,11_73_65
66906,11_73_87
66907,11_73_89
66908,11_73_93
66909,11_73_96
66910,11_74_05
66911,11_74_19
66912,11_74_30
66913,11_74_68
66914,11_74_74
66915,11_74_89
66916,11_74_94
66917,11_74_96
66918,11_75_13
66919,11_75_20
66920,11_75_23
66921,11_75_53
66922,11_75_61
66923,11_75_89
66924,11_75_90
66925,11_75_95
66926,11_76_01
66927,11_76_17
66928,11_76_22
66929,11_76_23
66930,11_76_26
66931,11_76_43
66932,11_76_47
66933,11_76_50
66934,11_76_81
66935,11_76_84
66936,11_76_86
66937,11_77_14
66938,11_77_39
66939,11_77_41
66940,11_77_45
66941,11_77_56
66942,11_77_62
66943,11_77_65
66944,11_77_94
66945,11_78_03
66946,11_78_05
66947,11_78_07
66948,11_78_12
66949,11_78_14
66950,11_78_18
66951,11_78_26
66952,11_78_34
66953,11_78_41
66954,11_78_58
66955,11_78_69
66956,11_78_70
66957,11_78_72
66958,11_78_76
66959,11_78_84
66960,11_78_87
66961,11_78_95
66962,11_79_06
66963,11_79_17
66964,11_79_29
66965,11_79_45
66966,11_79_47
66967,11_79_64
66968,11_79_66
66969,11_79_77
66970,11_79_84
66971,11_79_87
66972,11_79_90
66973,11_79_91
66974,11_79_92
66975,11_80_07
66976,11_80_17
66977,11_80_21
66978,11_80_22
66979,11_80_31
66980,11_80_37
66981,11_80_50
66982,11_80_56
66983,11_80_57
66984,11_80_85
66985,11_80_86
66986,11_81_19
66987,11_81_41
66988,11_81_80
66989,11_81_86
66990,11_81_91
66991,11_82_05
66992,11_82_20
66993,11_82_35
66994,11_82_36
66995,11_82_45
66996,11_82_50
66997,11_82_64
66998,11_82_71
66999,11_82_87
67000,11_82_96
67001,11_83_06
67002,11_83_12
67003,11_83_15
67004,11_83_19
67005,11_83_24
67006,11_83_29
67007,11_83_43
67008,11_83_57
67009,11_83_61
67010,11_83_65
67011,11_83_85
67012,11_84_05
67013,11_84_10
67014,11_84_13
67015,11_84_14
67016,11_84_16
67017,11_84_18
67018,11_84_33
67019,11_84_51
67020,11_84_76
67021,11_84_83
67022,11_84_91
67023,11_84_93
67024,11_85_05
67025,11_85_07
67026,11_85_08
67027,11_85_23
67028,11_85_39
67029,11_85_44
67030,11_85_47
67031,11_85_50
67032,11_85_56
67033,11_85_69
67034,11_85_72
67035,11_85_79
67036,11_85_80
67037,11_85_87
67038,11_86_07
67039,11_86_10
67040,11_86_15
67041,11_86_16
67042,11_86_20
67043,11_86_43
67044,11_86_45
67045,11_86_50
67046,11_86_54
67047,11_86_68
67048,11_86_75
67049,11_86_92
67050,11_87_01
67051,11_87_07
67052,11_87_08
67053,11_87_12
67054,11_87_15
67055,11_87_22
67056,11_87_24
67057,11_87_25
67058,11_87_27
67059,11_87_31
67060,11_87_33
67061,11_87_36
67062,11_87_40
67063,11_87_44
67064,11_87_46
67065,11_87_47
67066,11_87_54
67067,11_87_58
67068,11_87_63
67069,11_87_67
67070,11_87_69
67071,11_87_76
67072,11_87_77
67073,11_88_22
67074,11_88_24
67075,11_88_34
67076,11_88_35
67077,11_88_41
67078,11_88_50
67079,11_88_51
67080,11_88_55
67081,11_88_59
67082,11_88_68
67083,11_88_76
67084,11_88_85
67085,11_88_86
67086,11_88_94
67087,11_89_13
67088,11_89_17
67089,11_89_23
67090,11_89_27
67091,11_89_31
67092,11_89_38
67093,11_89_46
67094,11_89_47
67095,11_89_61
67096,11_89_63
67097,11_89_68
67098,11_89_73
67099,11_89_80
67100,11_89_85
67101,11_89_87
67102,11_90_06
67103,11_90_30
67104,11_90_33
67105,11_90_35
67106,11_90_36
67107,11_90_54
67108,11_90_61
67109,11_90_65
67110,11_90_88
67111,11_90_92
67112,11_91_25
67113,11_91_30
67114,11_91_35
67115,11_91_42
67116,11_91_43
67117,11_91_51
67118,11_91_65
67119,11_91_67
67120,11_91_75
67121,11_91_82
67122,11_91_83
67123,11_91_88
67124,11_91_93
67125,11_91_96
67126,11_92_10
67127,11_92_28
67128,11_92_35
67129,11_92_42
67130,11_92_46
67131,11_92_52
67132,11_92_65
67133,11_92_66
67134,11_92_74
67135,11_92_86
67136,11_92_95
67137,11_93_03
67138,11_93_11
67139,11_93_28
67140,11_93_40
67141,11_93_57
67142,11_93_91
67143,12_01_03
67144,12_01_11
67145,12_01_13
67146,12_01_14
67147,12_01_17
67148,12_01_23
67149,12_01_24
67150,12_01_29
67151,12_01_33
67152,12_01_40
67153,12_01_49
67154,12_01_52
67155,12_01_64
67156,12_01_67
67157,12_01_78
67158,12_01_79
67159,12_01_87
67160,12_01_90
67161,12_02_17
67162,12_02_35
67163,12_02_45
67164,12_02_50
67165,12_02_51
67166,12_02_56
67167,12_02_65
67168,12_02_95
67169,12_03_11
67170,12_03_15
67171,12_03_21
67172,12_03_23
67173,12_03_31
67174,12_03_33
67175,12_03_49
67176,12_03_64
67177,12_03_78
67178,12_03_94
67179,12_04_07
67180,12_04_12
67181,12_04_23
67182,12_04_35
67183,12_04_46
67184,12_04_49
67185,12_04_64
67186,12_04_80
67187,12_04_84
67188,12_04_92
67189,12_04_95
67190,12_05_02
67191,12_05_13
67192,12_05_18
67193,12_05_23
67194,12_05_30
67195,12_05_33
67196,12_05_34
67197,12_05_59
67198,12_05_60
67199,12_05_62
67200,12_05_73
67201,12_05_75
67202,12_05_76
67203,12_05_82
67204,12_05_85
67205,12_05_90
67206,12_05_96
67207,12_06_04
67208,12_06_05
67209,12_06_06
67210,12_06_08
67211,12_06_29
67212,12_06_31
67213,12_06_53
67214,12_06_65
67215,12_06_68
67216,12_06_78
67217,12_06_81
67218,12_06_83
67219,12_06_88
67220,12_07_03
67221,12_07_20
67222,12_07_27
67223,12_07_36
67224,12_07_37
67225,12_07_39
67226,12_07_45
67227,12_07_46
67228,12_07_47
67229,12_07_49
67230,12_07_50
67231,12_07_51
67232,12_07_52
67233,12_07_60
67234,12_07_65
67235,12_07_72
67236,12_07_73
67237,12_07_74
67238,12_07_79
67239,12_07_86
67240,12_07_92
67241,12_07_94
67242,12_08_02
67243,12_08_04
67244,12_08_06
67245,12_08_07
67246,12_08_08
67247,12_08_15
67248,12_08_16
67249,12_08_19
67250,12_08_20
67251,12_08_49
67252,12_08_54
67253,12_08_82
67254,12_08_85
67255,12_09_10
67256,12_09_15
67257,12_09_16
67258,12_09_18
67259,12_09_25
67260,12_09_28
67261,12_09_37
67262,12_09_39
67263,12_09_41
67264,12_09_48
67265,12_09_52
67266,12_09_62
67267,12_09_75
67268,12_10_06
67269,12_10_07
67270,12_10_09
67271,12_10_13
67272,12_10_21
67273,12_10_28
67274,12_10_60
67275,12_10_94
67276,12_11_02
67277,12_11_04
67278,12_11_06
67279,12_11_10
67280,12_11_16
67281,12_11_36
67282,12_11_45
67283,12_11_73
67284,12_11_77
67285,12_11_93
67286,12_12_05
67287,12_12_09
67288,12_12_14
67289,12_12_16
67290,12_12_17
67291,12_12_20
67292,12_12_27
67293,12_12_36
67294,12_12_63
67295,12_12_76
67296,12_12_89
67297,12_12_93
67298,12_13_02
67299,12_13_04
67300,12_13_07
67301,12_13_08
67302,12_13_09
67303,12_13_14
67304,12_13_20
67305,12_13_25
67306,12_13_40
67307,12_13_45
67308,12_13_68
67309,12_13_75
67310,12_13_76
67311,12_13_78
67312,12_13_83
67313,12_13_91
67314,12_13_94
67315,12_14_05
67316,12_14_10
67317,12_14_14
67318,12_14_16
67319,12_14_24
67320,12_14_30
67321,12_14_31
67322,12_14_36
67323,12_14_41
67324,12_14_47
67325,12_14_54
67326,12_14_62
67327,12_14_74
67328,12_14_76
67329,12_14_81
67330,12_14_85
67331,12_14_94
67332,12_15_23
67333,12_15_40
67334,12_15_69
67335,12_15_70
67336,12_15_72
67337,12_15_75
67338,12_15_80
67339,12_15_81
67340,12_15_93
67341,12_16_16
67342,12_16_21
67343,12_16_22
67344,12_16_25
67345,12_16_42
67346,12_16_46
67347,12_16_57
67348,12_16_59
67349,12_16_63
67350,12_16_74
67351,12_16_76
67352,12_17_04
67353,12_17_07
67354,12_17_15
67355,12_17_33
67356,12_17_35
67357,12_17_44
67358,12_17_49
67359,12_17_54
67360,12_17_80
67361,12_17_82
67362,12_17_85
67363,12_17_88
67364,12_17_95
67365,12_18_01
67366,12_18_02
67367,12_18_27
67368,12_18_28
67369,12_18_45
67370,12_18_50
67371,12_18_60
67372,12_18_70
67373,12_18_72
67374,12_18_83
67375,12_18_91
67376,12_19_05
67377,12_19_08
67378,12_19_11
67379,12_19_25
67380,12_19_38
67381,12_19_41
67382,12_19_53
67383,12_19_55
67384,12_19_56
67385,12_19_57
67386,12_19_69
67387,12_19_73
67388,12_19_81
67389,12_19_90
67390,12_19_92
67391,12_20_06
67392,12_20_07
67393,12_20_11
67394,12_20_15
67395,12_20_75
67396,12_20_77
67397,12_20_79
67398,12_21_09
67399,12_21_30
67400,12_21_44
67401,12_21_52
67402,12_21_55
67403,12_21_66
67404,12_21_73
67405,12_21_76
67406,12_21_88
67407,12_21_91
67408,12_21_96
67409,12_22_04
67410,12_22_07
67411,12_22_09
67412,12_22_12
67413,12_22_18
67414,12_22_23
67415,12_22_39
67416,12_22_48
67417,12_22_57
67418,12_22_58
67419,12_22_72
67420,12_22_75
67421,12_22_78
67422,12_22_82
67423,12_22_86
67424,12_23_05
67425,12_23_17
67426,12_23_24
67427,12_23_25
67428,12_23_26
67429,12_23_31
67430,12_23_38
67431,12_23_39
67432,12_23_53
67433,12_23_61
67434,12_23_79
67435,12_23_86
67436,12_23_89
67437,12_23_93
67438,12_23_95
67439,12_24_01
67440,12_24_05
67441,12_24_09
67442,12_24_12
67443,12_24_21
67444,12_24_32
67445,12_24_36
67446,12_24_47
67447,12_24_53
67448,12_24_56
67449,12_24_58
67450,12_24_64
67451,12_24_68
67452,12_24_73
67453,12_24_78
67454,12_24_79
67455,12_24_80
67456,12_24_84
67457,12_24_85
67458,12_24_93
67459,12_24_94
67460,12_25_10
67461,12_25_29
67462,12_25_31
67463,12_25_34
67464,12_25_38
67465,12_25_40
67466,12_25_59
67467,12_25_65
67468,12_25_85
67469,12_25_96
67470,12_26_02
67471,12_26_06
67472,12_26_17
67473,12_26_18
67474,12_26_26
67475,12_26_28
67476,12_26_38
67477,12_26_40
67478,12_26_45
67479,12_26_52
67480,12_26_55
67481,12_26_60
67482,12_26_61
67483,12_26_74
67484,12_26_78
67485,12_26_82
67486,12_26_86
67487,12_26_88
67488,12_26_93
67489,12_27_06
67490,12_27_07
67491,12_27_19
67492,12_27_22
67493,12_27_25
67494,12_27_40
67495,12_27_53
67496,12_27_62
67497,12_27_81
67498,12_27_85
67499,12_27_87
67500,12_27_88
67501,12_27_92
67502,12_27_93
67503,12_27_95
67504,12_28_08
67505,12_28_09
67506,12_28_12
67507,12_28_15
67508,12_28_20
67509,12_28_21
67510,12_28_23
67511,12_28_35
67512,12_28_40
67513,12_28_60
67514,12_28_65
67515,12_28_68
67516,12_28_69
67517,12_28_82
67518,12_28_96
67519,12_29_11
67520,12_29_38
67521,12_29_50
67522,12_29_54
67523,12_29_67
67524,12_29_69
67525,12_29_79
67526,12_29_80
67527,12_29_81
67528,12_29_82
67529,12_29_85
67530,12_29_89
67531,12_29_94
67532,12_29_96
67533,12_30_02
67534,12_30_13
67535,12_30_18
67536,12_30_23
67537,12_30_26
67538,12_30_29
67539,12_30_34
67540,12_30_40
67541,12_30_43
67542,12_30_44
67543,12_30_45
67544,12_30_72
67545,12_30_84
67546,12_30_91
67547,12_30_95
67548,12_30_96
67549,12_31_03
67550,12_31_10
67551,12_31_12
67552,12_31_17
67553,12_31_23
67554,12_31_24
67555,12_31_26
67556,12_31_45
67557,12_31_52
67558,12_31_59
67559,12_31_66
67560,12_31_71
67561,12_31_82
67562,12_31_85
67563,12_31_90
67564,12_31_92
67565,12_32_03
67566,12_32_07
67567,12_32_09
67568,12_32_13
67569,12_32_21
67570,12_32_24
67571,12_32_41
67572,12_32_50
67573,12_32_65
67574,12_32_66
67575,12_32_77
67576,12_32_80
67577,12_32_93
67578,12_33_15
67579,12_33_17
67580,12_33_23
67581,12_33_29
67582,12_33_31
67583,12_33_42
67584,12_33_64
67585,12_33_68
67586,12_33_69
67587,12_33_79
67588,12_33_83
67589,12_33_86
67590,12_33_88
67591,12_33_91
67592,12_33_96
67593,12_34_13
67594,12_34_16
67595,12_34_19
67596,12_34_22
67597,12_34_26
67598,12_34_34
67599,12_34_35
67600,12_34_39
67601,12_34_42
67602,12_34_43
67603,12_34_48
67604,12_34_55
67605,12_34_60
67606,12_34_62
67607,12_34_65
67608,12_34_82
67609,12_34_90
67610,12_35_14
67611,12_35_15
67612,12_35_19
67613,12_35_20
67614,12_35_31
67615,12_35_58
67616,12_35_68
67617,12_35_74
67618,12_35_76
67619,12_35_85
67620,12_35_91
67621,12_36_10
67622,12_36_16
67623,12_36_20
67624,12_36_22
67625,12_36_25
67626,12_36_36
67627,12_36_39
67628,12_36_59
67629,12_36_67
67630,12_36_70
67631,12_36_79
67632,12_36_81
67633,12_36_83
67634,12_36_85
67635,12_36_86
67636,12_36_89
67637,12_37_18
67638,12_37_23
67639,12_37_30
67640,12_37_36
67641,12_37_44
67642,12_37_59
67643,12_37_67
67644,12_37_71
67645,12_37_76
67646,12_38_08
67647,12_38_21
67648,12_38_22
67649,12_38_30
67650,12_38_32
67651,12_38_33
67652,12_38_37
67653,12_38_46
67654,12_38_74
67655,12_38_75
67656,12_38_83
67657,12_38_85
67658,12_38_87
67659,12_38_91
67660,12_39_03
67661,12_39_06
67662,12_39_07
67663,12_39_21
67664,12_39_24
67665,12_39_28
67666,12_39_38
67667,12_39_40
67668,12_39_44
67669,12_39_46
67670,12_39_47
67671,12_39_51
67672,12_39_53
67673,12_39_55
67674,12_39_69
67675,12_39_81
67676,12_39_82
67677,12_39_83
67678,12_39_86
67679,12_40_03
67680,12_40_36
67681,12_40_40
67682,12_40_58
67683,12_40_70
67684,12_40_80
67685,12_40_82
67686,12_40_83
67687,12_40_91
67688,12_41_05
67689,12_41_07
67690,12_41_11
67691,12_41_20
67692,12_41_24
67693,12_41_30
67694,12_41_41
67695,12_41_47
67696,12_41_49
67697,12_41_52
67698,12_41_62
67699,12_41_79
67700,12_41_90
67701,12_41_92
67702,12_42_10
67703,12_42_11
67704,12_42_16
67705,12_42_44
67706,12_42_54
67707,12_42_55
67708,12_42_59
67709,12_42_62
67710,12_42_63
67711,12_42_68
67712,12_42_70
67713,12_42_72
67714,12_42_73
67715,12_42_81
67716,12_42_85
67717,12_43_21
67718,12_43_33
67719,12_43_36
67720,12_43_44
67721,12_43_53
67722,12_43_59
67723,12_43_64
67724,12_43_65
67725,12_43_86
67726,12_43_90
67727,12_43_91
67728,12_43_94
67729,12_44_05
67730,12_44_49
67731,12_44_59
67732,12_44_65
67733,12_44_66
67734,12_45_07
67735,12_45_12
67736,12_45_20
67737,12_45_22
67738,12_45_26
67739,12_45_31
67740,12_45_41
67741,12_45_48
67742,12_45_51
67743,12_45_59
67744,12_45_69
67745,12_45_70
67746,12_45_75
